user_email,date,weekday,is_holiday,has_work_event,has_gym_event,item_name,item_priority,item_category,needed_label,packed
demo1@example.com,2025-08-29,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-08-29,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-08-29,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-08-29,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-08-29,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-08-30,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-08-30,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-08-30,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-08-30,5,1,0,0,Headphones,low,work,0,1
demo1@example.com,2025-08-30,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-08-30,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-08-30,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-08-31,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Power Bank,medium,work,1,1
demo1@example.com,2025-08-31,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-08-31,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-08-31,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-08-31,6,1,0,0,Headphones,low,work,1,1
demo1@example.com,2025-08-31,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-08-31,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-08-31,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-01,0,0,1,0,ID Card,high,work,1,0
demo1@example.com,2025-09-01,0,0,1,0,Access Card,high,work,1,0
demo1@example.com,2025-09-01,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-01,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-01,0,0,1,0,Power Bank,medium,work,1,0
demo1@example.com,2025-09-01,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-01,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-01,0,0,1,0,Notebook,medium,work,1,0
demo1@example.com,2025-09-01,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-01,0,0,1,0,Headphones,low,work,1,0
demo1@example.com,2025-09-01,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-01,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-01,0,0,1,0,Umbrella,medium,personal,1,1
demo1@example.com,2025-09-02,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-02,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-02,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-02,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-02,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-02,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-03,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-03,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-03,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-03,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-03,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-03,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-04,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Lunch Box,medium,home,1,0
demo1@example.com,2025-09-04,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-04,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Pen,low,work,1,0
demo1@example.com,2025-09-04,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-04,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-04,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-04,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-05,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-05,4,0,1,0,Water Bottle,medium,personal,1,0
demo1@example.com,2025-09-05,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-05,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-05,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-05,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-06,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-06,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-06,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-09-06,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-06,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-06,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-07,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Power Bank,medium,work,0,1
demo1@example.com,2025-09-07,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-07,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-07,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-09-07,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-07,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-07,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-08,0,0,1,0,ID Card,high,work,1,0
demo1@example.com,2025-09-08,0,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Charger,medium,work,1,0
demo1@example.com,2025-09-08,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-08,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-08,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-08,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-08,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-08,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-09,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-09,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-09,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-09,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-09,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-09,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-10,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Charger,medium,work,1,0
demo1@example.com,2025-09-10,2,0,1,0,Power Bank,medium,work,1,0
demo1@example.com,2025-09-10,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-10,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-10,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-10,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-10,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-10,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-11,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-11,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-11,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-11,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-11,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-11,3,0,1,1,Umbrella,medium,personal,1,1
demo1@example.com,2025-09-12,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Power Bank,medium,work,1,0
demo1@example.com,2025-09-12,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-12,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-12,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-12,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-12,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-12,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-13,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-13,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-13,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-09-13,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-13,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-13,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-14,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-14,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-14,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-09-14,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-14,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-14,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-15,0,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Power Bank,medium,work,1,0
demo1@example.com,2025-09-15,0,0,1,0,Lunch Box,medium,home,1,0
demo1@example.com,2025-09-15,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-15,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-15,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-15,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-15,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-16,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-16,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-16,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-16,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-16,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-16,1,0,1,1,Umbrella,medium,personal,1,1
demo1@example.com,2025-09-17,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-17,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-17,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-17,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-17,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-17,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-18,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Laptop,high,work,1,0
demo1@example.com,2025-09-18,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-18,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-18,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-18,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-18,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-18,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-19,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Laptop,high,work,1,0
demo1@example.com,2025-09-19,4,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Power Bank,medium,work,1,0
demo1@example.com,2025-09-19,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-19,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-19,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-19,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-19,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-19,4,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-20,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Power Bank,medium,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-20,5,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-20,5,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Headphones,low,work,0,0
demo1@example.com,2025-09-20,5,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-20,5,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-20,5,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-21,6,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Access Card,high,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Laptop,high,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Charger,medium,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-21,6,1,0,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-21,6,1,0,0,Water Bottle,medium,personal,0,0
demo1@example.com,2025-09-21,6,1,0,0,Notebook,medium,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Pen,low,work,0,0
demo1@example.com,2025-09-21,6,1,0,0,Headphones,low,work,1,1
demo1@example.com,2025-09-21,6,1,0,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-21,6,1,0,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-21,6,1,0,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-22,0,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Laptop,high,work,1,0
demo1@example.com,2025-09-22,0,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-22,0,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-22,0,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-22,0,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-22,0,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-22,0,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-23,1,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-23,1,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-23,1,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-23,1,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-23,1,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-23,1,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-24,2,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Charger,medium,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-24,2,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-24,2,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-24,2,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-24,2,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-24,2,0,1,0,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-25,3,0,1,1,ID Card,high,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Access Card,high,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Laptop,high,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Charger,medium,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Power Bank,medium,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Lunch Box,medium,home,1,1
demo1@example.com,2025-09-25,3,0,1,1,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-25,3,0,1,1,Notebook,medium,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Pen,low,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Headphones,low,work,1,1
demo1@example.com,2025-09-25,3,0,1,1,Gym Shoes,medium,gym,1,1
demo1@example.com,2025-09-25,3,0,1,1,Gym Towel,low,gym,1,1
demo1@example.com,2025-09-25,3,0,1,1,Umbrella,medium,personal,0,0
demo1@example.com,2025-09-26,4,0,1,0,ID Card,high,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Access Card,high,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Laptop,high,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Charger,medium,work,1,0
demo1@example.com,2025-09-26,4,0,1,0,Power Bank,medium,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Lunch Box,medium,home,0,0
demo1@example.com,2025-09-26,4,0,1,0,Water Bottle,medium,personal,1,1
demo1@example.com,2025-09-26,4,0,1,0,Notebook,medium,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Pen,low,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Headphones,low,work,1,1
demo1@example.com,2025-09-26,4,0,1,0,Gym Shoes,medium,gym,0,0
demo1@example.com,2025-09-26,4,0,1,0,Gym Towel,low,gym,0,0
demo1@example.com,2025-09-26,4,0,1,0,Umbrella,medium,personal,1,1
demo1@example.com,2025-09-27,5,1,0,0,ID Card,high,work,0,0
demo1@example.com,2025-09-27,5,1,0,0,Access Card,high,work,0,0
